url	download_complete
www.ics.uci.edu/about/annualreport	incomplete
www.ics.uci.edu/grad/courses/index-course	incomplete
www.ics.uci.edu/search/index.php	incomplete
www.ics.uci.edu/grad/degrees/degree_cs.php	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Integrity	incomplete
www.ics.uci.edu/policies/Change_of_Major.php	incomplete
vision.ics.uci.edu/sccv	incomplete
www.ics.uci.edu/ugrad/sao/Concurrent_Enrollment.php	incomplete
www.ics.uci.edu/degrees/index.php	incomplete
www.ics.uci.edu/ugrad/courses/index.php	incomplete
www.ics.uci.edu/../about/visit/index.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1341	incomplete
www.ics.uci.edu/ugrad/policies/Academic_Honesty.php	incomplete
www.ics.uci.edu/ugrad/index	incomplete
www.ics.uci.edu/about/visit/index	incomplete
www.ics.uci.edu/faculty/centers	incomplete
www.ics.uci.edu/../ugrad/index.php	incomplete
www.ics.uci.edu/visit/index.php	incomplete
www.ics.uci.edu/community/scholarships/index	incomplete
www.ics.uci.edu/community/news	incomplete
www.ics.uci.edu/involved/corporate_partner.php	incomplete
www.ics.uci.edu/personal.html	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1469	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1416	incomplete
www.ics.uci.edu/grad/courses/index.php	complete
www.ics.uci.edu/grad/index	complete
www.ics.uci.edu/community/news/view_news?id=1414	complete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1416	complete
www.ics.uci.edu/community/news/view_news?id=1417	complete
www.ics.uci.edu/community/news/view_news?id=1410	complete
www.ics.uci.edu/community/news/view_news?id=1411	complete
www.ics.uci.edu/community/news/view_news?id=1412	complete
www.ics.uci.edu/community/news/view_news?id=1413	complete
www.ics.uci.edu/ugrad/policies/Withdrawal_Readmission.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1415	complete
www.ics.uci.edu/community/news/view_news?id=1418	complete
www.ics.uci.edu/community/news/view_news?id=1419	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199.php	incomplete
www.ics.uci.edu/~swjun	incomplete
www.ics.uci.edu/grad/admissions/index.php	incomplete
www.ics.uci.edu/about/bren/index.php	incomplete
www.ics.uci.edu/ugrad/degrees/degree_cgs.php	incomplete
mswe.ics.uci.edu	incomplete
www.ics.uci.edu/~gts	incomplete
www.ics.uci.edu	complete
www.ics.uci.edu/ugrad/degrees/Second_BA.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1348	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1349	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1345	incomplete
www.ics.uci.edu/faculty/area	incomplete
www.ics.uci.edu/sem/index.html	incomplete
www.ics.uci.edu/ugrad/policies/Withdrawal_Readmission	incomplete
www.ics.uci.edu/community/news/view_news?id=1457	incomplete
www.ics.uci.edu/grad/policies/index	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1467	incomplete
www.ics.uci.edu/community/news/view_news?id=1328	incomplete
www.ics.uci.edu/community/news/view_news?id=1329	incomplete
www.ics.uci.edu/community/news/view_news?id=1326	incomplete
www.ics.uci.edu/community/news/view_news?id=1327	incomplete
www.ics.uci.edu/advising/ICS New Student Welcome.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1325	incomplete
www.ics.uci.edu/community/news/view_news?id=1322	complete
www.ics.uci.edu/community/news/view_news?id=1323	incomplete
www.ics.uci.edu/community/news/view_news?id=1320	incomplete
www.ics.uci.edu/community/news/view_news?id=1321	incomplete
www.ics.uci.edu/involved/project_class.php	incomplete
www.ics.uci.edu/grad/degrees/index.php	incomplete
www.ics.uci.edu/~goodrich	incomplete
www.ics.uci.edu/policies/Academic_Standing.php	incomplete
www.ics.uci.edu/index.php	incomplete
www.ics.uci.edu/QA_Petitions.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1460	incomplete
www.ics.uci.edu/cs5460/index.html	incomplete
www.ics.uci.edu/imageunderstanding.html	incomplete
www.ics.uci.edu/grad/resources.php	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1468	incomplete
www.ics.uci.edu/ugrad/resources/Title_IX_Resources.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1378	incomplete
www.ics.uci.edu/resources/Title_IX_Resources.php	incomplete
www.ics.uci.edu/about/search/search_graduate_all.php	incomplete
www.ics.uci.edu/ugrad/degrees/Double_Majors.php	incomplete
www.ics.uci.edu/../computing/account/new.php	incomplete
intranet.ics.uci.edu	incomplete
www.ics.uci.edu/degrees/Minors.php	incomplete
www.ics.uci.edu/community/news/press/index.php	incomplete
www.ics.uci.edu/policies/Laptop_ComputerUse.php	incomplete
www.ics.uci.edu/about/brenhall	incomplete
www.ics.uci.edu/involved/corporate_partner	incomplete
www.ics.uci.edu/ugrad/degrees/index.php	incomplete
www.ics.uci.edu/about_contact.php	incomplete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Graduate&department=STATS&program=ALL	incomplete
www.ics.uci.edu/~babaks	incomplete
www.ics.uci.edu/community/news/view_news?id=1449	incomplete
www.ics.uci.edu/community/news/view_news?id=1448	incomplete
www.ics.uci.edu/community/news/view_news?id=1443	incomplete
www.ics.uci.edu/community/news/view_news?id=1442	incomplete
www.ics.uci.edu/community/news/view_news?id=1441	incomplete
www.ics.uci.edu/community/news/view_news?id=1440	incomplete
www.ics.uci.edu/community/news/view_news?id=1447	incomplete
www.ics.uci.edu/community/news/view_news?id=1446	complete
www.ics.uci.edu/community/news/view_news?id=1445	incomplete
www.ics.uci.edu/community/news/view_news?id=1444	incomplete
www.ics.uci.edu/ugrad/policies	incomplete
www.ics.uci.edu/community/news/view_news?id=1385	incomplete
www.ics.uci.edu/grad/forms/index.php	incomplete
www.ics.uci.edu/ugrad/QA_Graduation.php	incomplete
www.ics.uci.edu/computerscience	incomplete
www.ics.uci.edu/community/news/view_news?id=1369	incomplete
www.ics.uci.edu/community/news/view_news?id=1362	incomplete
www.ics.uci.edu/community/news/view_news?id=1363	incomplete
www.ics.uci.edu/community/news/view_news?id=1360	incomplete
www.ics.uci.edu/community/news/view_news?id=1361	incomplete
www.ics.uci.edu/community/news/view_news?id=1366	incomplete
www.ics.uci.edu/community/news/view_news?id=1367	incomplete
www.ics.uci.edu/community/news/view_news?id=1364	incomplete
www.ics.uci.edu/community/news/view_news?id=1365	incomplete
www.ics.uci.edu/ugrad/sao/SAO_Events.php	incomplete
www.ics.uci.edu/ugrad/advising/ICS Credit by Exam Fall.php	incomplete
luci.ics.uci.edu/pages/Students/yaodu/yaodu.html	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1418	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1419	incomplete
www.ics.uci.edu/grad/resources	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1412	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1413	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1410	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1411	incomplete
www.ics.uci.edu/sceneunderstanding.html	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1417	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1414	incomplete
www.ics.uci.edu/~smyth	incomplete
www.ics.uci.edu/policies/Academic_Honesty.php	incomplete
www.ics.uci.edu/~galbraic	incomplete
www.ics.uci.edu/policies/Course_Outside_UCI.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1324	incomplete
www.ics.uci.edu/community/news/view_news?id=1380	incomplete
www.ics.uci.edu/community/news/view_news?id=1381	incomplete
www.ics.uci.edu/community/news/view_news?id=1383	incomplete
www.ics.uci.edu/community/news/view_news?id=1384	incomplete
www.ics.uci.edu/about/about_contact.php	incomplete
www.ics.uci.edu/community/news/view_news?id=1386	incomplete
www.ics.uci.edu/community/news/view_news?id=1387	incomplete
www.ics.uci.edu/community/news/view_news?id=1388	incomplete
www.ics.uci.edu/community/news/view_news?id=1389	complete
www.ics.uci.edu/policies/Add_Drop_ChangeOption.php	incomplete
